"Date","Maximum Temperature (degF)","Precipitation (in)","Mean Temperature (degF)","Cooling Degree Days","Minimum Temperature (degF)","Heating Degree Days","Snowfall (in)","Growing Degree Days","Snow Depth (in)"
"2009-05-15","50","0.02","44.5","0","39","20","","0",""
"2009-05-16","62","0","46","0","30","19","","0",""
"2009-05-17","64","0","48.5","0","33","16","","0",""
"2009-05-18","62","0","50.5","0","39","14","","1",""
"2009-05-19","53","0","42.5","0","32","22","","0",""
"2009-05-20","53","0","45.5","0","38","19","","0",""
"2009-05-21","60","","45","0","30","20","","0",""
"2009-05-22","61","0","49","0","37","16","","0",""
"2009-05-23","62","0","49.5","0","37","15","","0",""
"2009-05-24","65","0","54","0","43","11","","4",""
"2009-05-25","60","0","47","0","34","18","","0",""
"2009-05-26","65","","50.5","0","36","14","","1",""
"2009-05-27","48","0.1","46","0","44","19","","0",""
"2009-05-28","45","0.39","43","0","41","22","","0",""
"2009-05-29","51","0","46","0","41","19","","0",""
"2009-05-30","53","0.02","46.5","0","40","18","","0",""
"2009-05-31","53","0.13","48.5","0","44","16","","0",""
"2009-06-01","57","0","48","0","39","17","","0",""
"2009-06-02","59","0","52","0","45","13","","2",""
"2009-06-03","69","0","56","0","43","9","","6",""
"2009-06-04","70","0.1","58","0","46","7","","8",""
"2009-06-05","55","0","50.5","0","46","14","","1",""
"2009-06-06","59","0","48.5","0","38","16","","0",""
"2009-06-07","76","0","55.5","0","35","9","","6",""
"2009-06-08","57","0","52","0","47","13","","2",""
"2009-06-09","65","0","52.5","0","40","12","","3",""
"2009-06-10","80","0","59","0","38","6","","9",""
"2009-06-11","52","0","49","0","46","16","","0",""
"2009-06-12","60","0","53.5","0","47","11","","4",""
"2009-06-13","58","0","52","0","46","13","","2",""
"2009-06-14","62","","54","0","46","11","","4",""
"2009-06-15","60","","53","0","46","12","","3",""
"2009-06-16","57","0","52.5","0","48","12","","3",""
"2009-06-17","62","0","55.5","0","49","9","","6",""
"2009-06-18","61","0.06","54","0","47","11","","4",""
"2009-06-19","56","0","52","0","48","13","","2",""
"2009-06-20","58","0.03","52.5","0","47","12","","3",""
"2009-06-21","61","","53.5","0","46","11","","4",""
"2009-06-22","52","0.6","48.5","0","45","16","","0",""
"2009-06-23","54","0.14","46.5","0","39","18","","0",""
"2009-06-24","58","","49.5","0","41","15","","0",""
"2009-06-25","58","","48","0","38","17","","0",""
"2009-06-26","64","0.02","52.5","0","41","12","","3",""
"2009-06-27","65","0","53.5","0","42","11","","4",""
"2009-06-28","69","0","56","0","43","9","","6",""
"2009-06-29","73","0","56.5","0","40","8","","7",""
"2009-06-30","59","0","53","0","47","12","","3",""
"2009-07-01","61","0","52.5","0","44","12","","3",""
"2009-07-02","58","0","54","0","50","11","","4",""
"2009-07-03","62","0","54","0","46","11","","4",""
"2009-07-04","70","0","57","0","44","8","","7",""
"2009-07-05","73","0","56.5","0","40","8","","7",""
"2009-07-06","69","0","58.5","0","48","6","","9",""
"2009-07-07","72","0","62","0","52","3","","12",""
"2009-07-08","71","0","62.5","0","54","2","","13",""
"2009-07-09","68","0","58","0","48","7","","8",""
"2009-07-10","66","0","59.5","0","53","5","","10",""
"2009-07-11","58","0","54.5","0","51","10","","5",""
"2009-07-12","64","0","56.5","0","49","8","","7",""
"2009-07-13","60","0","55","0","50","10","","5",""
"2009-07-14","63","0","58","0","53","7","","8",""
"2009-07-15","67","0","58","0","49","7","","8",""
"2009-07-16","63","0","56.5","0","50","8","","7",""
"2009-07-17","71","0","62","0","53","3","","12",""
"2009-07-18","69","0.03","57","0","45","8","","7",""
"2009-07-19","60","0.14","56.5","0","53","8","","7",""
"2009-07-20","67","0.01","61.5","0","56","3","","12",""
"2009-07-21","62","","56","0","50","9","","6",""
"2009-07-22","64","0.03","56.5","0","49","8","","7",""
"2009-07-23","63","0.01","57","0","51","8","","7",""
"2009-07-24","65","0.03","57.5","0","50","7","","8",""
"2009-07-25","66","0.26","59","0","52","6","","9",""
"2009-07-26","66","0.01","59.5","0","53","5","","10",""
"2009-07-27","70","0.11","61","0","52","4","","11",""
"2009-07-28","65","0.14","56","0","47","9","","6",""
"2009-07-29","64","0.25","58","0","52","7","","8",""
"2009-07-30","61","0.11","53.5","0","46","11","","4",""
"2009-07-31","60","","55","0","50","10","","5",""
"2009-08-01","59","0","49","0","39","16","","0",""
"2009-08-02","66","0","58","0","50","7","","8",""
"2009-08-03","75","0","58","0","41","7","","8",""
"2009-08-04","64","0.3","55.5","0","47","9","","6",""
"2009-08-05","60","","56.5","0","53","8","","7",""
"2009-08-06","60","","55","0","50","10","","5",""
"2009-08-07","64","0","56.5","0","49","8","","7",""
"2009-08-08","64","0","52.5","0","41","12","","3",""
"2009-08-09","67","0","57.5","0","48","7","","8",""
"2009-08-10","73","0","58.5","0","44","6","","9",""
"2009-08-11","73","0","57.5","0","42","7","","8",""
"2009-08-12","61","0","52.5","0","44","12","","3",""
"2009-08-13","57","0.3","55.5","0","54","9","","6",""
"2009-08-14","60","0.49","56.5","0","53","8","","7",""
"2009-08-15","60","0.16","57","0","54","8","","7",""
"2009-08-16","68","0","59","0","50","6","","9",""
"2009-08-17","63","0","56","0","49","9","","6",""
"2009-08-18","62","0","51.5","0","41","13","","2",""
"2009-08-19","64","0","53","0","42","12","","3",""
"2009-08-20","69","0","53.5","0","38","11","","4",""
"2009-08-21","65","0","50.5","0","36","14","","1",""
"2009-08-22","63","","51.5","0","40","13","","2",""
"2009-08-23","56","0.74","53.5","0","51","11","","4",""
"2009-08-24","61","0.05","52.5","0","44","12","","3",""
"2009-08-25","67","0","51","0","35","14","","1",""
"2009-08-26","60","0.03","55","0","50","10","","5",""
"2009-08-27","67","0.09","60","0","53","5","","10",""
"2009-08-28","65","0.13","59.5","0","54","5","","10",""
"2009-08-29","68","0.01","59.5","0","51","5","","10",""
"2009-08-30","65","0","55","0","45","10","","5",""
"2009-08-31","63","0","58.5","0","54","6","","9",""
"2009-09-01","55","0.15","53.5","0","52","11","","4",""
"2009-09-02","57","0.13","53.5","0","50","11","","4",""
"2009-09-03","67","0","56.5","0","46","8","","7",""
"2009-09-04","70","0","53","0","36","12","","3",""
"2009-09-05","60","0","54.5","0","49","10","","5",""
"2009-09-06","66","0","51.5","0","37","13","","2",""
"2009-09-07","60","0","50.5","0","41","14","","1",""
"2009-09-08","64","0.02","56","0","48","9","","6",""
"2009-09-09","63","0.03","55","0","47","10","","5",""
"2009-09-10","63","0.19","54","0","45","11","","4",""
"2009-09-11","66","0.01","58","0","50","7","","8",""
"2009-09-12","63","0.12","53.5","0","44","11","","4",""
"2009-09-13","63","0.01","53.5","0","44","11","","4",""
"2009-09-14","62","0.01","52","0","42","13","","2",""
"2009-09-15","66","0","51","0","36","14","","1",""
"2009-09-16","68","0.03","58.5","0","49","6","","9",""
"2009-09-17","60","0.02","50.5","0","41","14","","1",""
"2009-09-18","64","0","49","0","34","16","","0",""
"2009-09-19","62","0","51.5","0","41","13","","2",""
"2009-09-20","58","0","48","0","38","17","","0",""
"2009-09-21","56","0.08","51","0","46","14","","1",""
"2009-09-22","51","0","44","0","37","21","","0",""
"2009-09-23","51","0","37.5","0","24","27","","0",""
"2009-09-24","45","0.07","36.5","0","28","28","","0",""
"2009-09-25","49","0.4","46","0","43","19","","0",""
"2009-09-26","51","","42","0","33","23","","0",""
"2009-09-27","48","0.03","40","0","32","25","","0",""
"2009-09-28","51","0","42.5","0","34","22","","0",""
"2009-09-29","47","0.15","40","0","33","25","","0",""
"2009-09-30","52","0.02","44","0","36","21","","0",""
"2009-10-01","56","0","41","0","26","24","","0",""
"2009-10-02","50","0.06","38.5","0","27","26","","0",""
"2009-10-03","53","0.04","48","0","43","17","","0",""
"2009-10-04","51","0.01","48.5","0","46","16","","0",""
"2009-10-05","51","0.03","42.5","0","34","22","","0",""
"2009-10-06","47","0.35","37.5","0","28","27","","0",""
"2009-10-07","49","0.13","47","0","45","18","","0",""
"2009-10-08","58","0.11","53","0","48","12","","3",""
"2009-10-09","62","0.11","56.5","0","51","8","","7",""
"2009-10-10","62","0.19","56","0","50","9","","6",""
"2009-10-11","53","0.42","52","0","51","13","","2",""
"2009-10-12","62","","51.5","0","41","13","","2",""
"2009-10-13","50","0","47.5","0","45","17","","0",""
"2009-10-14","51","0","48.5","0","46","16","","0",""
"2009-10-15","53","0.04","48","0","43","17","","0",""
"2009-10-16","49","0","45","0","41","20","","0",""
"2009-10-17","49","0","41","0","33","24","","0",""
"2009-10-18","50","0","39","0","28","26","","0",""
"2009-10-19","46","","38.5","0","31","26","","0",""
"2009-10-20","47","0","42.5","0","38","22","","0",""
"2009-10-21","47","0","45.5","0","44","19","","0",""
"2009-10-22","50","0","47","0","44","18","","0",""
"2009-10-23","54","0","50","0","46","15","","0",""
"2009-10-24","51","0.02","45","0","39","20","","0",""
"2009-10-25","47","0.04","43.5","0","40","21","","0",""
"2009-10-26","47","0.07","42","0","37","23","","0",""
"2009-10-27","42","0.01","37.5","0","33","27","","0",""
"2009-10-28","39","0.02","36","0","33","29","","0",""
"2009-10-29","43","0","39.5","0","36","25","","0",""
"2009-10-30","41","0","38","0","35","27","","0",""
"2009-10-31","37","0","30","0","23","35","","0",""
"2009-11-01","36","0","25","0","14","40","","0",""
"2009-11-02","36","0","22.5","0","9","42","","0",""
"2009-11-03","33","0","23","0","13","42","","0",""
"2009-11-04","44","0","38.5","0","33","26","","0",""
"2009-11-05","48","0","41","0","34","24","","0",""
"2009-11-06","43","0","35.5","0","28","29","","0",""
"2009-11-07","36","0","27.5","0","19","37","","0",""
"2009-11-08","30","","21.5","0","13","43","","0",""
"2009-11-09","36","0","23","0","10","42","","0",""
"2009-11-10","30","0","20.5","0","11","44","","0",""
"2009-11-11","40","0.15","30.5","0","21","34","","0",""
"2009-11-12","33","0","29","0","25","36","","0",""
"2009-11-13","28","0.01","15","0","2","50","","0",""
"2009-11-14","20","","4","0","-12","61","","0",""
"2009-11-15","18","0","3.5","0","-11","61","","0",""
"2009-11-16","11","0","-2.5","0","-16","67","","0",""
"2009-11-17","13","0","-1.5","0","-16","66","","0",""
"2009-11-18","18","0","8","0","-2","57","","0",""
"2009-11-19","17","0","3.5","0","-10","61","","0",""
"2009-11-20","14","","2.5","0","-9","62","","0",""
"2009-11-21","21","0","11.5","0","2","53","","0",""
"2009-11-22","34","","26.5","0","19","38","","0",""
"2009-11-23","41","0.14","37.5","0","34","27","","0",""
"2009-11-24","38","0","34","0","30","31","","0",""
"2009-11-25","34","0.01","27.5","0","21","37","","0",""
"2009-11-26","46","0.01","31.5","0","17","33","","0",""
"2009-11-27","","0.16","","","18","","","",""
"2009-11-28","37","","26.5","0","16","38","","0",""
"2009-11-29","31","0.01","26.5","0","22","38","","0",""
"2009-11-30","45","0.24","31.5","0","18","33","","0",""
"2009-12-01","38","1.16","36.5","0","35","28","","0",""
"2009-12-02","36","0.03","30.5","0","25","34","","0",""
"2009-12-03","36","","24.5","0","13","40","","0",""
"2009-12-04","26","0","18","0","10","47","","0",""
"2009-12-05","35","0","30.5","0","26","34","","0",""
"2009-12-06","35","0","27.5","0","20","37","","0",""
"2009-12-07","25","0","15.5","0","6","49","","0",""
"2009-12-08","20","0","12","0","4","53","","0",""
"2009-12-09","23","","15","0","7","50","","0",""
"2009-12-10","25","0","19","0","13","46","","0",""
"2009-12-11","16","","10.5","0","5","54","","0",""
"2009-12-12","15","","8.5","0","2","56","","0",""
"2009-12-13","22","","12.5","0","3","52","","0",""
"2009-12-14","24","0.05","22.5","0","21","42","","0",""
"2009-12-15","23","0.03","20","0","17","45","","0",""
"2009-12-16","17","0.01","14","0","11","51","","0",""
"2009-12-17","12","","1","0","-10","64","","0",""
"2009-12-18","6","","1","0","-4","64","","0",""
"2009-12-19","21","","13","0","5","52","","0",""
"2009-12-20","33","0","25.5","0","18","39","","0",""
"2009-12-21","43","","37","0","31","28","","0",""
"2009-12-22","42","","36","0","30","29","","0",""
"2009-12-23","40","","35.5","0","31","29","","0",""
"2009-12-24","41","","36","0","31","29","","0",""
"2009-12-25","40","0.03","38","0","36","27","","0",""
"2009-12-26","37","0.02","35","0","33","30","","0",""
"2009-12-27","44","0","38.5","0","33","26","","0",""
"2009-12-28","34","0","32.5","0","31","32","","0",""
"2009-12-29","32","0","24.5","0","17","40","","0",""
"2009-12-30","28","0","20","0","12","45","","0",""
"2009-12-31","25","0","15.5","0","6","49","","0",""
"2010-01-01","13","0","3","0","-7","62","","0",""
"2010-01-02","18","0","3.5","0","-11","61","","0",""
"2010-01-03","27","","22","0","17","43","","0",""
"2010-01-04","31","0","29","0","27","36","","0",""
"2010-01-05","36","","33","0","30","32","","0",""
"2010-01-06","38","0.11","36.5","0","35","28","","0",""
"2010-01-07","40","0.01","36.5","0","33","28","","0",""
"2010-01-08","35","0","25","0","15","40","","0",""
"2010-01-09","33","0","24.5","0","16","40","","0",""
"2010-01-10","30","0","22","0","14","43","","0",""
"2010-01-11","22","0","15","0","8","50","","0",""
"2010-01-12","25","","22","0","19","43","","0",""
"2010-01-13","22","","16","0","10","49","","0",""
"2010-01-14","26","0.01","20","0","14","45","","0",""
"2010-01-15","26","","22.5","0","19","42","","0",""
"2010-01-16","33","","26","0","19","39","","0",""
"2010-01-17","30","","25","0","20","40","","0",""
"2010-01-18","30","0.02","27.5","0","25","37","","0",""
"2010-01-19","30","0","23","0","16","42","","0",""
"2010-01-20","26","0","14","0","2","51","","0",""
"2010-01-21","20","0","9.5","0","-1","55","","0",""
"2010-01-22","20","0","9","0","-2","56","","0",""
"2010-01-23","19","0","7","0","-5","58","","0",""
"2010-01-24","24","0","11.5","0","-1","53","","0",""
"2010-01-25","18","0","9.5","0","1","55","","0",""
"2010-01-26","24","0","15","0","6","50","","0",""
"2010-01-27","32","0","20.5","0","9","44","","0",""
"2010-01-28","37","0","34","0","31","31","","0",""
"2010-01-29","39","0.02","33.5","0","28","31","","0",""
"2010-01-30","32","0","24","0","16","41","","0",""
"2010-01-31","29","0","20","0","11","45","","0",""
"2010-02-01","34","0","30.5","0","27","34","","0",""
"2010-02-02","33","0","27.5","0","22","37","","0",""
"2010-02-03","27","0","14.5","0","2","50","","0",""
"2010-02-04","17","0","4","0","-9","61","","0",""
"2010-02-05","24","0.11","16","0","8","49","","0",""
"2010-02-06","30","0.12","22","0","14","43","","0",""
"2010-02-07","25","","19.5","0","14","45","","0",""
"2010-02-08","22","","17","0","12","48","","0",""
"2010-02-09","33","","27.5","0","22","37","","0",""
"2010-02-10","36","0","33.5","0","31","31","","0",""
"2010-02-11","40","0","37","0","34","28","","0",""
"2010-02-12","43","0","36","0","29","29","","0",""
"2010-02-13","36","0","32","0","28","33","","0",""
"2010-02-14","39","0","34.5","0","30","30","","0",""
"2010-02-15","43","0","39","0","35","26","","0",""
"2010-02-16","41","","39","0","37","26","","0",""
"2010-02-17","42","","38.5","0","35","26","","0",""
"2010-02-18","44","0.03","40.5","0","37","24","","0",""
"2010-02-19","44","0.45","39","0","34","26","","0",""
"2010-02-20","44","0","38.5","0","33","26","","0",""
"2010-02-21","43","0","37","0","31","28","","0",""
"2010-02-22","44","0","36.5","0","29","28","","0",""
"2010-02-23","40","0","35.5","0","31","29","","0",""
"2010-02-24","41","0","33","0","25","32","","0",""
"2010-02-25","32","0.13","28","0","24","37","","0",""
"2010-02-26","28","","21","0","14","44","","0",""
"2010-02-27","24","","15","0","6","50","","0",""
"2010-02-28","33","","28.5","0","24","36","","0",""
"2010-03-01","41","0","36.5","0","32","28","","0",""
"2010-03-02","45","0.02","40","0","35","25","","0",""
"2010-03-03","40","0.03","34.5","0","29","30","","0",""
"2010-03-04","32","0.05","25.5","0","19","39","","0",""
"2010-03-05","39","0.05","31","0","23","34","","0",""
"2010-03-06","28","","21","0","14","44","","0",""
"2010-03-07","26","0","11.5","0","-3","53","","0",""
"2010-03-08","31","0.07","24.5","0","18","40","","0",""
"2010-03-09","26","0.01","12","0","-2","53","","0",""
"2010-03-10","18","","1.5","0","-15","63","","0",""
"2010-03-11","17","","0.5","0","-16","64","","0",""
"2010-03-12","19","","7","0","-5","58","","0",""
"2010-03-13","27","0","19","0","11","46","","0",""
"2010-03-14","32","0.07","26.5","0","21","38","","0",""
"2010-03-15","40","0","29","0","18","36","","0",""
"2010-03-16","42","0","29.5","0","17","35","","0",""
"2010-03-17","44","0","25","0","6","40","","0",""
"2010-03-18","37","0","30","0","23","35","","0",""
"2010-03-19","45","0","36","0","27","29","","0",""
"2010-03-20","43","0","29","0","15","36","","0",""
"2010-03-21","42","0","33","0","24","32","","0",""
"2010-03-22","37","","27.5","0","18","37","","0",""
"2010-03-23","39","","34","0","29","31","","0",""
"2010-03-24","39","0.01","33.5","0","28","31","","0",""
"2010-03-25","42","0.01","34","0","26","31","","0",""
"2010-03-26","41","0","32.5","0","24","32","","0",""
"2010-03-27","40","0","35","0","30","30","","0",""
"2010-03-28","43","0.02","36.5","0","30","28","","0",""
"2010-03-29","45","0.01","40","0","35","25","","0",""
"2010-03-30","40","0","36","0","32","29","","0",""
"2010-03-31","48","0","37","0","26","28","","0",""
"2010-04-01","44","0","39.5","0","35","25","","0",""
"2010-04-02","47","0","40.5","0","34","24","","0",""
"2010-04-03","44","0","35","0","26","30","","0",""
"2010-04-04","45","","38","0","31","27","","0",""
"2010-04-05","42","0.04","38","0","34","27","","0",""
"2010-04-06","34","","30","0","26","35","","0",""
"2010-04-07","34","0","28","0","22","37","","0",""
"2010-04-08","38","0","27","0","16","38","","0",""
"2010-04-09","42","0","29","0","16","36","","0",""
"2010-04-10","44","0.1","32","0","20","33","","0",""
"2010-04-11","42","0.26","38.5","0","35","26","","0",""
"2010-04-12","43","0.24","39.5","0","36","25","","0",""
"2010-04-13","40","0","35.5","0","31","29","","0",""
"2010-04-14","38","0.08","34.5","0","31","30","","0",""
"2010-04-15","37","0","33.5","0","30","31","","0",""
"2010-04-16","42","0","36","0","30","29","","0",""
"2010-04-17","48","0","41","0","34","24","","0",""
"2010-04-18","55","0","45.5","0","36","19","","0",""
"2010-04-19","48","","38.5","0","29","26","","0",""
"2010-04-20","51","0","39","0","27","26","","0",""
"2010-04-21","49","0.22","41.5","0","34","23","","0",""
"2010-04-22","44","0.05","38.5","0","33","26","","0",""
"2010-04-23","45","","37","0","29","28","","0",""
"2010-04-24","49","0","36.5","0","24","28","","0",""
"2010-04-25","46","0","39.5","0","33","25","","0",""
"2010-04-26","53","0","47","0","41","18","","0",""
"2010-04-27","60","","50","0","40","15","","0",""
"2010-04-28","57","0.01","49","0","41","16","","0",""
"2010-04-29","57","","47","0","37","18","","0",""
"2010-04-30","49","0.01","41.5","0","34","23","","0",""
"2010-05-01","48","0","40","0","32","25","","0",""
"2010-05-02","50","0","39","0","28","26","","0",""
"2010-05-03","55","0","44","0","33","21","","0",""
"2010-05-04","57","0","42.5","0","28","22","","0",""
"2010-05-05","59","0.17","45.5","0","32","19","","0",""
"2010-05-06","59","0.12","49","0","39","16","","0",""
"2010-05-07","59","0","48","0","37","17","","0",""
"2010-05-08","53","0","44.5","0","36","20","","0",""
"2010-05-09","53","0","43","0","33","22","","0",""
"2010-05-10","54","","45","0","36","20","","0",""
"2010-05-11","56","","49.5","0","43","15","","0",""
"2010-05-12","54","0.01","48","0","42","17","","0",""
"2010-05-13","53","","42","0","31","23","","0",""
"2010-05-14","55","0","49","0","43","16","","0",""
"2010-05-15","57","","46.5","0","36","18","","0",""
"2010-05-16","54","0.01","44.5","0","35","20","","0",""
"2010-05-17","60","0","48","0","36","17","","0",""
"2010-05-18","58","0","48","0","38","17","","0",""
"2010-05-19","59","0.03","49","0","39","16","","0",""
"2010-05-20","64","0","53","0","42","12","","3",""
"2010-05-21","55","0","47.5","0","40","17","","0",""
"2010-05-22","52","0","45","0","38","20","","0",""
"2010-05-23","52","0","45.5","0","39","19","","0",""
"2010-05-24","58","0","48.5","0","39","16","","0",""
"2010-05-25","54","0","49.5","0","45","15","","0",""
"2010-05-26","64","0","50","0","36","15","","0",""
"2010-05-27","78","0","56","0","34","9","","6",""
"2010-05-28","72","","56","0","40","9","","6",""
"2010-05-29","78","0","62","0","46","3","","12",""
"2010-05-30","73","0","57","0","41","8","","7",""
"2010-05-31","75","","57","0","39","8","","7",""
"2010-06-01","67","0.08","58.5","0","50","6","","9",""
"2010-06-02","68","0.05","59.5","0","51","5","","10",""
"2010-06-03","59","0.13","52.5","0","46","12","","3",""
"2010-06-04","61","","53.5","0","46","11","","4",""
"2010-06-05","61","0.02","53","0","45","12","","3",""
"2010-06-06","67","0","55","0","43","10","","5",""
"2010-06-07","62","0","52","0","42","13","","2",""
"2010-06-08","56","0","49.5","0","43","15","","0",""
"2010-06-09","57","0","50","0","43","15","","0",""
"2010-06-10","58","","52.5","0","47","12","","3",""
"2010-06-11","66","0","50","0","34","15","","0",""
"2010-06-12","65","","54","0","43","11","","4",""
"2010-06-13","58","0","54","0","50","11","","4",""
"2010-06-14","62","0.07","52","0","42","13","","2",""
"2010-06-15","54","0.43","51","0","48","14","","1",""
"2010-06-16","56","0.12","52","0","48","13","","2",""
"2010-06-17","60","0.04","53.5","0","47","11","","4",""
"2010-06-18","59","0.24","53","0","47","12","","3",""
"2010-06-19","55","0.47","51.5","0","48","13","","2",""
"2010-06-20","67","0","54","0","41","11","","4",""
"2010-06-21","69","0","54","0","39","11","","4",""
"2010-06-22","60","","55","0","50","10","","5",""
"2010-06-23","59","0","55","0","51","10","","5",""
"2010-06-24","61","0","55.5","0","50","9","","6",""
"2010-06-25","68","0.05","59","0","50","6","","9",""
"2010-06-26","57","0.08","54.5","0","52","10","","5",""
"2010-06-27","55","0.26","53.5","0","52","11","","4",""
"2010-06-28","61","0","56","0","51","9","","6",""
"2010-06-29","63","0.02","57.5","0","52","7","","8",""
"2010-06-30","60","0","55.5","0","51","9","","6",""
"2010-07-01","64","","57.5","0","51","7","","8",""
"2010-07-02","60","0.04","55.5","0","51","9","","6",""
"2010-07-03","60","0.1","55","0","50","10","","5",""
"2010-07-04","60","0.09","54.5","0","49","10","","5",""
"2010-07-05","67","0.07","59","0","51","6","","9",""
"2010-07-06","64","","54.5","0","45","10","","5",""
"2010-07-07","65","0.05","56.5","0","48","8","","7",""
"2010-07-08","66","0.07","57.5","0","49","7","","8",""
"2010-07-09","76","0.04","56.5","0","37","8","","7",""
"2010-07-10","65","0.2","58.5","0","52","6","","9",""
"2010-07-11","68","0","58","0","48","7","","8",""
"2010-07-12","66","","55","0","44","10","","5",""
"2010-07-13","63","0.15","58","0","53","7","","8",""
"2010-07-14","66","0","59.5","0","53","5","","10",""
"2010-07-15","62","0","58","0","54","7","","8",""
"2010-07-16","61","0","55.5","0","50","9","","6",""
"2010-07-17","56","0","53.5","0","51","11","","4",""
"2010-07-18","59","0.51","56","0","53","9","","6",""
"2010-07-19","60","0.01","57.5","0","55","7","","8",""
"2010-07-20","59","0.46","56.5","0","54","8","","7",""
"2010-07-21","64","","58","0","52","7","","8",""
"2010-07-22","64","0","55.5","0","47","9","","6",""
"2010-07-23","62","0.01","54","0","46","11","","4",""
"2010-07-24","55","0.13","53.5","0","52","11","","4",""
"2010-07-25","60","0.3","55.5","0","51","9","","6",""
"2010-07-26","57","0.86","55","0","53","10","","5",""
"2010-07-27","62","0","57","0","52","8","","7",""
"2010-07-28","58","0.01","54.5","0","51","10","","5",""
"2010-07-29","62","0.01","57.5","0","53","7","","8",""
"2010-07-30","65","0.33","60","0","55","5","","10",""
"2010-07-31","64","0.07","59.5","0","55","5","","10",""
"2010-08-01","64","0.02","59","0","54","6","","9",""
"2010-08-02","67","0.01","61","0","55","4","","11",""
"2010-08-03","69","0.08","59","0","49","6","","9",""
"2010-08-04","65","0.44","59.5","0","54","5","","10",""
"2010-08-05","61","0.02","57","0","53","8","","7",""
"2010-08-06","60","0.2","56","0","52","9","","6",""
"2010-08-07","60","0.09","55.5","0","51","9","","6",""
"2010-08-08","63","0.08","58","0","53","7","","8",""
"2010-08-09","64","0.07","59","0","54","6","","9",""
"2010-08-10","59","0.05","56","0","53","9","","6",""
"2010-08-11","62","0.01","58","0","54","7","","8",""
"2010-08-12","61","0.09","57","0","53","8","","7",""
"2010-08-13","64","0.25","59","0","54","6","","9",""
"2010-08-14","68","0.01","62.5","0","57","2","","13",""
"2010-08-15","72","","62.5","0","53","2","","13",""
"2010-08-16","60","0.1","57.5","0","55","7","","8",""
"2010-08-17","63","0.15","57.5","0","52","7","","8",""
"2010-08-18","69","","59.5","0","50","5","","10",""
"2010-08-19","66","0","52.5","0","39","12","","3",""
"2010-08-20","68","0","54.5","0","41","10","","5",""
"2010-08-21","66","","56.5","0","47","8","","7",""
"2010-08-22","67","0.01","57.5","0","48","7","","8",""
"2010-08-23","67","0","55","0","43","10","","5",""
"2010-08-24","73","0","59.5","0","46","5","","10",""
"2010-08-25","73","0","57.5","0","42","7","","8",""
"2010-08-26","63","0","52","0","41","13","","2",""
"2010-08-27","60","0.11","57","0","54","8","","7",""
"2010-08-28","58","0.06","52.5","0","47","12","","3",""
"2010-08-29","68","0","53","0","38","12","","3",""
"2010-08-30","62","0","54.5","0","47","10","","5",""
"2010-08-31","57","0.15","50.5","0","44","14","","1",""
"2010-09-01","63","0.03","55","0","47","10","","5",""
"2010-09-02","63","0.07","55.5","0","48","9","","6",""
"2010-09-03","64","0","55.5","0","47","9","","6",""
"2010-09-04","58","0.23","54.5","0","51","10","","5",""
"2010-09-05","62","0.16","53.5","0","45","11","","4",""
"2010-09-06","70","0.02","54.5","0","39","10","","5",""
"2010-09-07","63","0.27","58.5","0","54","6","","9",""
"2010-09-08","60","","55.5","0","51","9","","6",""
"2010-09-09","63","0","54.5","0","46","10","","5",""
"2010-09-10","68","","53","0","38","12","","3",""
"2010-09-11","65","0","52","0","39","13","","2",""
"2010-09-12","72","0","56","0","40","9","","6",""
"2010-09-13","68","0","52.5","0","37","12","","3",""
"2010-09-14","64","0","57","0","50","8","","7",""
"2010-09-15","59","0","53.5","0","48","11","","4",""
"2010-09-16","63","0","51","0","39","14","","1",""
"2010-09-17","63","0","51","0","39","14","","1",""
"2010-09-18","64","0","52","0","40","13","","2",""
"2010-09-19","56","0","45.5","0","35","19","","0",""
"2010-09-20","60","0","55","0","50","10","","5",""
"2010-09-21","61","0","54","0","47","11","","4",""
"2010-09-22","60","0.01","51.5","0","43","13","","2",""
"2010-09-23","62","0","53.5","0","45","11","","4",""
"2010-09-24","55","0","49.5","0","44","15","","0",""
"2010-09-25","58","0","47","0","36","18","","0",""
"2010-09-26","54","0","42.5","0","31","22","","0",""
"2010-09-27","48","0","36","0","24","29","","0",""
"2010-09-28","47","0","35.5","0","24","29","","0",""
"2010-09-29","47","0.2","44","0","41","21","","0",""
"2010-09-30","50","0.45","47.5","0","45","17","","0",""
"2010-10-01","55","0.25","51.5","0","48","13","","2",""
"2010-10-02","51","0.52","48","0","45","17","","0",""
"2010-10-03","56","0.1","49.5","0","43","15","","0",""
"2010-10-04","55","0.01","45","0","35","20","","0",""
"2010-10-05","55","","45.5","0","36","19","","0",""
"2010-10-06","48","0.05","40","0","32","25","","0",""
"2010-10-07","48","","38.5","0","29","26","","0",""
"2010-10-08","50","0","39","0","28","26","","0",""
"2010-10-09","50","0","39.5","0","29","25","","0",""
"2010-10-10","50","0","38","0","26","27","","0",""
"2010-10-11","46","0","37.5","0","29","27","","0",""
"2010-10-12","50","0","41.5","0","33","23","","0",""
"2010-10-13","47","0","35.5","0","24","29","","0",""
"2010-10-14","45","0","32","0","19","33","","0",""
"2010-10-15","43","0","30.5","0","18","34","","0",""
"2010-10-16","43","","35.5","0","28","29","","0",""
"2010-10-17","50","0","46","0","42","19","","0",""
"2010-10-18","50","0.2","45","0","40","20","","0",""
"2010-10-19","50","","40","0","30","25","","0",""
